	SRR8114442	SRR8114443	SRR8114444	SRR8114445	SRR8114446	SRR8114447	SRR8114448	SRR8114449	SRR8114450	SRR8114451	SRR8114452	SRR8114453	SRR8114454	SRR8114455	SRR8114456	SRR8114457	SRR8114458	SRR8114459	SRR8114460	SRR8114461	SRR8114462	SRR8114463
RAB21	48.818027	76.823219	124.265106	143.572800	179.577194	5.269990	93.816460	129.067596	91.044312	83.908508	61.121025	106.794312	76.136345	96.433838	141.625732	72.353668	69.042160	78.722282	58.303127	12.301538	12.741206	12.813997
RAB22A	135.365753	69.990875	171.013367	78.420944	147.228989	6.398793	150.962524	154.859406	147.035217	64.752312	137.707092	181.139221	155.639740	97.235886	152.038116	145.035461	202.489685	119.949036	190.953033	15.060882	13.263498	16.028139
RAB23	31.027239	50.914978	12.954971	35.893703	19.124557	2.982591	41.752052	5.087004	10.673531	8.646936	14.885434	5.560665	22.131783	16.836157	14.913679	48.338757	5.553304	21.204769	3.598001	8.650982	8.950017	8.000128
RAB24	68.542679	97.403320	124.517311	67.395256	64.414726	7.435376	20.734621	78.314636	81.964264	96.308479	154.928680	68.879097	168.767639	91.249893	91.992630	130.577423	90.587067	123.090355	103.555145	13.450967	10.001138	12.203788
RAB25	0.083665	3.679956	3.420912	0.152722	0.007928	0.745684	0.034470	0.164639	0.152397	0.219089	4.073190	0.105948	0.190071	0.320635	0.173578	0.274959	0.114841	0.312072	0.153996	0.722787	0.313151	0.459943
RAB26	0.110309	0.049767	6.644290	0.159504	0.032942	0.599499	0.059475	0.141224	0.578955	0.062877	0.140218	0.084547	0.021056	0.134287	0.073265	0.051079	0.079220	0.034415	0.049921	0.400871	0.344867	0.392753
RAB27A	140.782013	209.827408	123.514503	127.374039	132.337814	4.827583	78.437103	174.261368	200.430969	186.987350	242.504364	146.118362	111.020767	166.122070	213.609192	118.421524	192.215820	275.881470	135.709259	17.867620	14.392628	16.039551
RAB27B	0.695136	2.148779	1.403457	8.969199	9.909647	1.794427	0.740112	0.874723	32.376427	2.739253	2.075789	1.571938	2.071700	4.270194	1.879284	1.692877	9.722371	1.533280	1.688783	1.274645	1.205905	1.018552
RAB28	69.372726	74.777786	94.067001	125.693039	112.514603	3.534952	87.614716	38.498188	113.537254	85.447136	41.166054	84.942101	91.003723	121.952698	60.177475	118.802444	65.060822	76.787735	154.095993	15.223377	11.646741	12.976019
RAB29	34.410664	15.017199	37.226971	2.774736	29.606899	2.235899	16.140678	25.279097	30.718710	12.091055	38.743984	40.754051	8.259210	38.757076	13.849640	50.939312	26.481564	29.814560	6.625391	7.593999	6.015597	9.745679
RAB2A	220.004120	175.277908	239.334091	223.578354	255.948990	6.708167	218.810913	277.748657	258.897766	315.979919	269.492218	282.032043	315.760315	204.086502	244.524551	249.425613	170.470642	235.556046	283.632355	21.820705	17.731659	20.992357
RAB2B	15.890835	8.544758	10.603841	33.375641	36.802361	2.958909	10.134864	18.288887	21.657558	14.433888	9.039225	24.036392	14.931376	7.665742	57.602062	65.391716	4.805323	3.475237	19.494596	3.361661	6.332910	7.335152
RAB30	2.966784	0.058270	0.163579	0.037208	0.227966	0.784616	0.136331	4.800316	1.303325	0.082420	0.125344	0.127767	0.054880	0.042179	0.203690	0.056662	0.135313	0.132658	0.108206	0.287891	0.755342	0.470051
RAB30-AS1	43.959915	66.500870	39.573406	83.865593	66.719521	4.540720	52.078285	47.503090	78.749580	49.361389	58.234329	87.277138	66.531830	27.709351	62.320526	74.372116	109.123276	59.556221	63.791359	7.405755	7.090347	8.532607
RAB31	335.455017	304.857758	308.200348	264.136780	280.320312	9.660021	279.979126	268.622864	332.765442	352.386780	281.421753	292.135010	278.791595	346.627228	365.975342	301.640717	266.640869	227.166565	303.980408	29.065132	22.819336	26.647409
RAB32	240.220413	230.822815	299.108154	198.602173	182.046356	5.895322	190.821228	299.856140	376.522522	422.632935	322.350220	277.070068	275.247070	240.929001	228.509155	328.257050	252.738251	355.121124	238.684814	23.360119	17.266792	22.170361
RAB33A	0.220826	1.558335	0.672000	0.609775	2.056152	0.410815	0.169245	0.844643	5.311751	2.844504	0.264211	4.370100	0.564002	3.233026	6.574849	3.455462	0.254810	0.497789	3.262026	1.126927	1.283558	1.685329
RAB33B	0.720579	0.527746	0.159964	1.460979	14.642549	0.539481	1.098537	0.933316	1.369889	0.624119	4.702087	0.352343	5.908275	0.805767	0.404834	15.154662	0.378571	2.577141	0.885941	0.740810	1.143629	0.880211
RAB34	0.118074	0.079381	9.745037	0.259863	0.034414	0.567243	0.084871	0.150844	0.297816	0.126990	0.114568	0.177664	0.022776	0.271816	0.096278	0.100702	0.143337	0.060898	0.065248	0.535829	0.405966	0.562595
RAB35	4.293311	3.534405	1.844721	3.942509	3.019293	2.044505	11.241838	1.708724	5.604506	14.740098	2.096614	5.308610	11.609192	5.194483	5.558723	5.144828	0.508922	3.277478	0.833878	3.777462	3.190881	3.147873
RAB36	0.028300	0.034022	0.060789	0.022665	0.026562	0.849225	0.033818	1.037776	0.034212	0.034183	2.387845	0.033303	0.042825	0.008608	0.052322	0.035352	0.045836	0.055431	0.032641	0.072575	0.125508	0.108649
RAB37	1.916277	0.259628	0.202017	0.415262	10.309836	1.218281	0.633255	6.366478	0.201663	1.137889	0.429066	0.635114	7.366775	0.190820	0.703786	0.359399	0.342613	0.191703	0.449278	0.375208	0.912864	0.634345
RAB38	0.631214	0.953128	0.902562	1.268549	1.186445	1.455207	1.935495	1.550177	1.328036	0.439707	0.453626	13.585555	1.170056	0.640044	0.869952	1.852163	18.256435	0.528976	1.053604	0.454677	0.535837	0.989230
RAB3A	0.681255	0.115123	0.135632	0.075549	0.111772	0.200085	0.146462	0.063158	0.559385	0.167013	0.081794	3.077962	0.207475	0.632083	0.081000	2.927919	0.067398	0.124675	1.588927	0.639234	0.517051	1.060024
RAB3B	48.930099	12.173432	15.583044	23.663149	19.116283	2.119289	18.194155	30.386187	3.421111	32.058525	23.439228	11.866300	21.371071	14.300821	64.907837	21.510605	12.473797	79.242767	52.166042	6.322944	6.935960	6.613150
RAB3D	1.097338	27.954456	17.701571	11.027109	4.677418	2.793212	10.737024	16.232500	25.335802	4.939809	45.358425	16.164448	16.476234	2.477499	14.063887	13.450477	18.376795	14.388758	19.336979	2.034072	1.763710	2.325769
RAB3GAP1	204.075211	235.968857	176.883423	124.476471	84.028831	6.417654	112.946785	173.488815	228.162155	151.667236	118.897484	210.692245	187.704697	115.431717	196.346695	123.956245	334.449127	182.084991	197.008423	18.172617	13.695374	17.051220
RAB3GAP2	126.863113	80.736443	91.857582	96.577507	88.535797	5.267669	154.590927	104.497711	81.427689	131.771545	113.781197	74.395386	34.665951	34.831886	91.779388	81.443192	44.709015	51.474350	53.962833	10.788054	11.691455	13.027092
RAB3IL1	4.498012	6.982663	2.228800	2.446627	3.186227	1.882621	5.661231	7.190389	5.499006	7.600349	4.385901	8.986666	13.568279	2.957475	12.369936	21.055996	9.048695	5.270211	10.031794	2.306975	2.162618	3.088724
RAB3IP	123.411003	141.961227	117.986565	97.229538	52.693901	3.739589	148.031006	101.143661	62.395905	88.955078	28.917725	121.180397	27.245491	104.306244	121.629623	106.651817	230.069778	253.324997	59.181633	14.932006	12.725753	15.702376
RAB40A	0.069396	6.498207	0.068232	0.093297	0.051694	0.649272	0.074562	0.095829	0.051634	0.172734	0.128423	0.140452	3.222713	0.386029	1.313008	0.438905	0.080876	0.413859	0.177975	0.722036	0.535779	0.518556
RAB40AL	0.049233	0.091256	0.042257	0.027758	0.054545	1.194369	0.036336	0.924902	0.045293	0.016047	0.114142	0.090918	4.396947	0.025441	0.079635	0.067799	0.074264	0.113174	0.103012	0.132432	0.198777	0.149530
RAB40B	10.280448	33.966797	18.047712	11.364517	4.084726	2.102379	3.651754	28.054255	26.748549	7.909096	21.652458	9.266117	15.258668	13.441176	17.430836	8.175672	12.267933	25.234962	49.216129	4.488201	3.565779	3.342806
RAB40C	7.913871	12.239445	23.364571	22.066027	10.208936	4.510118	17.769426	7.957353	14.088150	11.410625	55.661041	3.973728	14.561190	17.884932	17.697857	7.778935	24.652054	8.315922	11.226237	5.048843	3.860230	3.514853
RAB41	0.025963	0.042689	0.063232	0.052223	0.045492	0.975807	0.082008	1.915550	0.055176	0.009635	0.032710	0.042786	0.022650	0.007470	0.076513	0.020949	3.561808	0.057767	0.023411	0.043337	0.084139	0.069143
RAB43	0.184339	0.366448	0.229773	0.195273	0.233606	0.163071	0.155004	0.134457	1.898098	13.921299	0.267400	0.313575	0.091360	0.457780	0.302459	2.966185	0.088704	0.286099	0.176771	0.698295	0.437953	0.727540
RAB4A	139.002060	97.050690	143.784561	174.942413	133.295898	4.778739	72.753220	95.261322	206.650696	152.488632	144.464172	156.206436	147.594360	119.468407	118.677147	120.040642	65.572350	126.247162	133.155624	16.861427	14.263596	15.972954
RAB4B	18.166298	9.993450	19.431089	1.793470	6.046733	2.417007	14.817034	11.204049	17.034790	19.612955	17.041866	24.123087	21.690441	5.059523	41.111370	20.950418	23.777020	16.464689	38.414963	4.652244	3.477833	6.086007
RAB4B-EGLN2	20.607533	19.942976	13.083414	17.540064	24.759068	1.580224	9.960952	10.808954	6.717571	19.092754	18.690916	15.096325	27.966011	25.880259	11.866934	15.661298	5.139745	33.879753	19.876852	6.778929	5.582274	5.264729
RAB5A	223.107513	201.293549	225.746811	328.249237	410.365173	5.870552	238.113586	348.426544	268.553345	358.290924	169.423004	311.849823	177.506638	251.952988	261.575348	216.713104	227.896515	204.899231	260.863251	19.591000	18.024870	19.748777
RAB5B	55.981972	22.221821	97.911263	37.062893	28.867535	7.055575	13.429523	57.337452	71.193558	32.446823	95.114578	63.041012	75.569283	61.682674	81.321724	33.795456	77.501068	29.017862	17.736834	8.979454	7.797262	9.887749
RAB5C	16.076580	8.640116	12.041018	27.977114	12.610929	3.747183	24.341618	15.317553	22.567678	7.778108	18.824074	6.061998	36.614151	24.290188	18.577065	22.136326	22.037830	63.025051	23.797855	6.750421	5.539771	4.290009
RAB6A	310.807556	253.534531	297.456818	430.882721	372.701477	7.714262	389.240784	471.390289	383.106750	400.609131	394.442841	393.698730	349.297882	194.766693	279.101379	352.867523	343.885132	352.894775	340.381042	21.634043	19.052742	21.860170
RAB6B	2.926967	9.706342	0.722934	4.848854	1.887260	0.541413	10.895803	0.815555	0.278956	5.872212	0.595554	1.304848	0.950053	1.252008	0.621744	5.783746	0.764341	15.024744	0.434891	2.124767	1.849544	1.762602
RAB6C	0.122145	0.040457	0.046155	0.052979	4.325272	0.619076	0.096681	0.979212	0.084912	0.083870	2.342026	0.034652	0.071661	0.045954	0.099661	0.041914	0.067877	0.040292	0.055400	0.132975	0.359257	0.184818
RAB7A	390.054932	427.039154	399.117523	439.766785	442.519684	9.396631	395.350647	445.695740	511.360260	469.977875	518.050110	549.995361	535.131836	479.449432	425.596252	534.855591	349.569977	517.986145	454.883942	33.606899	25.886318	30.788374
RAB7B	0.097625	1.260005	0.282905	0.979767	0.117772	0.962978	0.219371	0.281940	0.194357	0.699893	0.309782	0.135293	0.198512	0.607396	16.976641	0.625066	0.441674	0.208269	0.199671	0.605014	0.844441	0.803405
RAB8A	172.304199	151.912964	159.447449	182.843674	154.434357	6.873693	113.233940	128.907196	176.201126	174.652939	310.868011	181.942810	262.382721	142.656235	165.637115	145.707306	186.759415	143.417542	225.486343	17.700199	13.453924	16.260979
RAB8B	68.078255	58.359089	92.912720	75.582001	99.416733	4.214061	29.259386	146.632690	88.730209	105.394814	65.034454	25.048740	63.081516	57.265671	106.349098	63.035629	77.388329	55.924713	47.265564	10.210689	10.061289	9.812198
RAB9A	72.363297	76.005974	94.143600	74.120117	96.870331	4.204377	21.846119	98.118729	157.006744	81.238586	115.734848	90.914513	91.985260	97.265244	53.018501	76.960457	64.918701	70.951515	42.897545	11.465767	9.738235	11.321474
RAB9B	0.010799	0.967978	0.023979	0.021183	0.009796	0.174393	0.016607	0.024352	0.013504	0.026171	0.014158	0.021955	0.030657	0.042196	0.036572	0.024724	0.018558	0.038511	0.017486	0.168330	0.155942	0.137357
RAB9BP1	2.198123	0.491930	0.400144	5.273431	0.236214	1.432903	0.628760	0.278012	0.145386	0.916368	0.412441	0.227588	0.301111	0.506596	5.517640	3.209008	0.306917	0.237271	0.304688	0.966988	1.807246	1.798507
RABAC1	48.919449	59.062775	84.074600	59.767025	34.523560	12.134035	73.893486	44.795399	143.574982	36.839115	105.425774	76.364861	119.169991	56.356106	32.077042	57.499840	78.966995	44.362549	71.861465	11.844795	8.057598	9.137045
RABEP1	84.910675	63.185917	145.117508	80.995255	85.229759	4.037295	79.888809	113.584961	176.915634	89.675461	93.338036	102.552406	69.811058	114.198639	34.175644	74.950813	237.453918	166.619324	56.356590	12.264500	8.255470	9.951320
RABEP2	1.028988	0.341385	4.086458	0.438857	0.410824	0.950347	0.710724	0.473361	1.814723	0.413251	0.522680	6.959094	9.367085	0.720412	0.223757	4.894882	0.610899	0.696720	8.209528	1.150195	0.722335	1.497056
RABEPK	145.088242	164.708145	160.410690	167.328247	155.651688	5.828522	96.591553	132.543060	188.008820	178.549515	216.114883	131.538757	287.465485	185.460648	145.031387	175.262192	229.540619	247.468994	203.422623	19.404188	13.828348	15.703013
RABGAP1	116.054207	41.540253	93.799011	26.418444	43.153133	2.752795	26.846409	72.141899	41.599609	52.238518	58.289005	31.100693	53.690285	44.292530	62.881863	107.964996	46.306313	81.015381	116.197624	12.041181	10.173492	12.386200
RABGAP1L	219.103455	184.230377	162.144684	143.239639	153.967453	8.551535	118.485634	261.506378	185.588211	94.152710	154.227722	256.613037	170.420990	138.851288	213.782623	109.649094	317.303925	132.659271	135.807602	15.981377	15.253717	17.770527
RABGEF1	85.419151	33.493004	70.049606	66.101959	106.081024	3.811196	57.252239	117.022957	115.528244	152.841843	61.458546	91.582916	85.475212	35.957153	111.720001	141.570435	50.611984	91.317490	76.869247	9.789212	10.356870	12.317913
RABGGTA	18.237494	11.114187	31.466309	5.312722	16.541056	3.292037	19.702187	19.327930	39.232803	37.756813	47.687874	54.903419	29.621986	28.087959	31.859091	9.289271	46.086800	46.096603	18.370937	6.972586	4.129845	5.649096
RABGGTB	249.807449	217.920120	162.560944	233.383820	187.464264	9.283249	221.490601	274.683533	190.190811	213.046661	108.364349	211.569427	147.646881	153.527725	200.514801	185.336090	322.941315	231.917358	161.065704	18.937630	17.648621	18.963663
RABIF	127.098770	78.241806	65.666817	71.849342	83.905830	6.225789	168.009506	73.010803	130.062775	84.924240	96.758797	156.424316	162.120880	78.876678	74.296402	144.949112	57.903278	83.311882	111.342308	14.935773	12.361030	14.786240
RABL2A	12.136416	5.315720	6.805407	2.652286	4.357840	2.072956	12.391644	13.043759	15.756383	8.846501	44.318970	5.130976	1.253067	4.189181	4.612186	14.541262	7.979186	8.035560	3.124508	3.044565	2.977268	3.710570
RABL2B	1.582234	3.961686	5.528087	4.943318	9.727903	1.689910	4.791691	8.949430	30.918995	17.034868	30.826950	5.736554	16.676712	17.493477	9.854992	14.805518	3.517905	6.074750	16.858501	3.050821	2.044696	2.255789
RABL3	67.700371	65.948662	38.264332	78.053108	87.516434	3.259969	92.967941	106.398705	81.817017	77.498184	19.054945	137.407471	42.876572	71.351555	56.674397	97.956657	29.101528	102.080818	29.473892	11.005018	11.878050	12.383522
RABL6	26.768484	15.081528	14.874221	16.073656	26.043749	3.667015	26.842869	10.458332	19.435968	30.300402	40.376083	15.468531	49.212280	23.233387	24.710917	26.970066	53.446648	11.258146	35.157730	6.224052	4.568669	5.620354
RAC1	614.761658	702.019897	700.474060	739.874512	619.513550	10.667587	640.451233	745.865906	851.602905	827.814880	863.816772	847.158325	848.561157	656.634949	684.782227	870.243530	802.303589	840.263916	662.533325	40.879890	30.335472	39.248043
RAC2	369.230743	427.288055	371.195007	397.853577	375.755737	10.038303	329.744446	317.443604	430.729675	437.770630	467.753571	430.597443	526.834900	485.194702	398.442291	411.810242	395.227539	478.489502	321.191498	34.496334	25.718719	29.724817
RAC3	0.029375	1.014381	0.045311	0.032381	0.041182	0.547250	0.016054	0.024323	1.227277	0.051308	0.057365	0.033698	2.215874	0.807315	0.651174	0.179826	0.067617	0.083112	0.103142	0.663124	0.409723	0.309699
RACGAP1	295.565491	169.738129	106.687164	166.830231	197.997955	8.102691	150.922806	131.674744	180.794754	158.370178	194.486526	279.426300	288.953705	194.341446	92.763977	165.334030	125.358566	208.034058	166.659286	20.868780	17.199972	18.791868
RACK1	546.365112	623.222778	657.964539	654.205994	614.812378	9.607574	519.996887	696.775024	803.302734	784.833130	755.321045	738.241821	719.548035	620.958862	580.893982	690.710083	679.894653	816.395447	653.906616	39.199688	28.709970	35.285816
RAD1	182.794769	191.651962	252.764282	198.285080	258.390381	6.814108	273.075256	312.465454	233.925186	231.744690	262.668121	154.435837	221.574051	150.048370	180.608627	202.271011	215.329010	207.434875	193.649872	18.631102	15.896501	17.352961
RAD17	351.590729	431.788513	393.600739	476.112061	483.306580	7.268038	331.141418	534.375305	512.468750	538.140564	479.871643	468.569946	477.741699	359.398193	422.265900	381.524200	440.770508	532.045288	482.021881	27.223557	21.943630	25.266987
RAD18	286.912354	185.109619	163.933456	213.113922	242.900055	5.705173	182.819427	272.698822	186.757263	220.354355	286.703949	251.374573	255.100220	125.996140	201.249878	241.795059	94.655891	228.481796	226.314697	19.397593	18.862360	20.694069
RAD21	616.791748	625.433533	603.966736	690.463135	597.745239	9.755706	555.054382	730.141174	736.749695	703.638611	712.412354	761.896240	671.810913	594.795959	530.315613	667.081665	606.946167	898.499756	523.410217	38.758667	30.062136	35.971584
RAD21-AS1	1.699299	0.665405	0.482298	0.869102	11.743742	0.586990	1.654554	0.929690	0.818842	1.341370	0.390582	1.347031	0.806768	1.082757	0.999113	8.925507	0.710340	0.397401	0.381281	0.930632	1.727745	1.959491
RAD21L1	27.519056	12.510233	17.865694	16.765673	19.583616	3.105677	18.727869	18.593571	12.391012	10.865902	6.981642	15.862423	13.511906	13.403866	18.758251	16.999241	31.680727	10.220355	16.522444	4.409458	4.908663	5.312035
RAD23A	135.686035	215.726624	198.127808	256.771912	129.350586	6.711434	151.935425	171.970032	200.297211	204.135254	297.424774	258.079193	275.171753	179.016846	174.049362	212.449860	173.163025	220.203949	275.121094	19.331930	13.837863	17.216461
RAD23B	38.907059	44.574326	32.153183	63.927593	50.957191	3.923222	7.197250	22.067801	64.238754	35.454929	53.162102	47.546455	67.252075	47.381123	34.689484	29.954645	21.449375	12.963360	31.981344	7.495474	7.063794	8.030733
RAD50	535.361267	372.915710	404.394470	463.980713	617.242798	7.807265	540.832397	601.688965	541.398254	553.795959	321.830475	574.192627	350.208649	373.833679	377.175903	384.575012	453.045502	466.556702	389.242432	29.061398	26.069307	29.478897
RAD51	286.829620	264.926270	312.816254	312.900543	206.873505	7.851171	262.586243	357.149780	334.250000	319.683105	403.353760	232.683334	341.856842	275.361664	341.827667	412.598419	328.108551	480.406921	251.137115	26.468912	20.256704	23.631554
RAD51-AS1	6.287052	8.745204	10.421122	26.120142	18.242155	3.509323	14.994884	4.943692	13.543600	36.270504	17.165634	36.191723	45.701218	7.731795	12.305182	4.638662	35.847393	9.748272	9.041968	2.935851	2.182661	2.693911
RAD51AP1	365.413513	476.655396	346.598297	456.147003	319.622589	7.380651	361.963501	451.103027	387.441254	386.495392	354.071777	389.479919	380.589905	331.733459	328.010773	397.399841	378.502075	501.977112	315.844177	28.543459	22.890022	26.191795
RAD51B	71.864517	106.930565	72.518600	26.657093	9.455946	3.215089	28.537565	50.472454	50.716179	92.692078	103.866409	18.111223	29.626154	51.561695	34.393555	84.081741	99.329727	84.094849	42.209686	11.063052	6.182579	8.613250
