	SRR8114442	SRR8114443	SRR8114444	SRR8114445	SRR8114446	SRR8114447	SRR8114448	SRR8114449	SRR8114450	SRR8114451	SRR8114452	SRR8114453	SRR8114454	SRR8114455	SRR8114456	SRR8114457	SRR8114458	SRR8114459	SRR8114460	SRR8114461	SRR8114462	SRR8114463
LINC02226	0.087678	0.057623	0.140103	0.091473	0.139090	1.022787	1.253117	8.364570	0.042787	0.031701	0.032621	0.142493	0.012357	0.012886	0.119471	0.049799	0.221975	0.070826	0.019796	0.086355	0.295489	0.194772
LINC02228	0.168835	0.067734	0.046019	0.090542	5.668789	0.286298	0.127191	0.060007	0.074271	0.083368	0.014910	0.070615	0.030416	1.503420	0.085220	0.044344	0.020775	0.034796	0.027901	0.499343	0.926005	0.429159
LINC02236	0.011984	0.964454	0.026897	0.022511	0.009488	0.166796	0.017568	0.024901	0.013413	0.027591	0.015501	0.020150	0.027927	0.043007	0.035445	0.023260	0.019767	0.040849	0.017622	0.169273	0.157338	0.140558
LINC02241	7.298094	0.091274	0.914043	0.202353	0.312430	0.726121	0.210927	0.201188	0.122684	0.259827	0.244638	2.459420	0.905197	0.132780	0.126794	0.124818	0.086203	0.073007	6.659675	0.695820	0.798158	1.056865
LINC02246	8.846674	0.730769	0.475574	0.428001	0.743924	0.455937	0.968573	5.658667	0.337032	0.425174	3.267328	0.834628	1.401559	0.524041	0.449756	0.690969	0.799492	23.296848	2.960829	1.170261	1.259261	0.966993
LINC02251	4.393166	0.040845	0.124935	0.104701	0.681139	1.152114	9.850975	0.172893	0.051062	0.086499	0.052588	0.149512	0.036533	0.029700	0.070069	0.052263	0.134089	0.040035	0.044735	0.361038	0.850957	0.630718
LINC02252	0.022899	0.061737	0.036487	0.029986	0.019851	0.201293	0.070636	0.069721	0.031749	0.049018	0.039038	0.633815	0.082454	0.069260	0.018299	0.857081	0.087011	1.851361	0.037025	0.185818	0.139133	0.252750
LINC02254	0.024542	0.020383	0.017439	0.019028	0.018167	0.163090	0.011917	0.015964	0.022505	0.025698	0.046340	0.012523	0.035000	0.014029	0.026731	0.009631	0.023410	0.020128	1.763290	0.097296	0.086905	0.069977
LINC02255	0.195301	0.167341	0.278927	5.628779	0.244722	0.356558	0.229726	0.129690	0.072441	6.867590	0.144940	0.248884	0.022896	0.256952	0.354000	0.247638	0.059550	0.097712	0.118526	0.332453	0.426887	0.443385
LINC02256	5.975134	0.954237	12.566772	1.820504	0.578476	2.065526	7.810756	0.861530	0.640790	9.299507	6.077177	5.183575	0.821315	0.588094	0.794810	7.336545	6.589619	0.394058	1.659484	1.251745	0.820028	2.234586
LINC02261	0.031504	0.012525	0.007993	0.019514	1.040863	0.221331	0.034949	0.026631	0.019833	0.017344	0.009302	0.017062	0.019642	0.032781	0.018388	0.010767	0.015807	0.006155	0.017054	0.093275	0.221246	0.120886
LINC02265	0.039190	0.034033	0.038492	0.035199	0.047578	0.295433	0.066037	0.047919	0.029529	0.038697	0.011282	2.583982	0.035351	0.048952	0.017635	0.068224	0.018274	0.031127	0.021094	0.132260	0.167613	0.273884
LINC02269	0.046725	0.061516	0.055965	1.559146	0.087484	0.834715	0.037622	0.032038	0.025359	0.035914	0.075733	0.096517	2.997367	0.083422	0.059901	0.055749	0.085858	0.062237	0.098921	0.175871	0.195465	0.138827
LINC02285	0.100943	0.974249	0.100529	0.035949	0.089016	1.575510	0.055717	1.949549	1.443200	0.087458	2.080632	0.147798	4.635014	0.076091	0.615719	0.173992	0.140799	0.129746	0.154015	0.292579	0.336715	0.289728
LINC02288	0.065284	0.033884	3.437477	0.078863	0.016373	0.567136	0.036131	0.061846	0.059440	0.029057	0.070295	0.047229	0.017319	0.091885	0.043328	0.033772	0.056066	0.019909	0.033575	0.309393	0.260416	0.302676
LINC02315	3.818218	6.519455	8.084382	9.612395	11.420922	2.283370	10.257470	9.066809	7.993335	29.615032	2.323103	14.470178	7.469870	1.734651	4.507201	3.319076	21.833252	2.316098	4.025951	1.413625	1.375574	1.764685
LINC02323	0.195660	0.313025	5.473975	0.808820	1.198756	1.470917	1.170988	0.834996	2.116225	2.425895	0.263871	1.266407	2.854673	5.620130	0.238765	0.854922	0.239402	0.409123	0.336364	1.506315	0.853916	0.882542
LINC02328	0.206703	0.018082	0.019376	0.075245	8.915632	0.353591	0.201501	0.094346	0.039570	0.056110	0.026776	0.042083	0.034856	0.066193	0.051350	0.021791	0.034066	0.009606	0.034980	0.144143	0.470021	0.228875
LINC02341	0.818819	9.237906	9.878404	8.909372	2.899126	0.814013	0.322260	0.979936	8.794325	8.401297	6.740520	1.939764	3.885370	22.768936	2.379851	6.497258	0.427777	5.217211	2.708720	3.874424	2.328083	2.375994
LINC02348	0.055671	11.923498	0.147893	0.105913	0.030291	0.207054	0.075929	0.111050	0.089180	0.295183	0.102889	0.157137	0.207020	0.605943	0.365334	0.278036	0.072380	0.650921	0.163537	0.784816	0.441562	0.481104
LINC02367	1.071483	0.368906	0.614215	2.373866	22.679039	0.902068	0.483700	2.592522	0.763629	0.809488	0.137474	0.855144	0.885749	6.964279	0.912630	0.362996	0.192226	0.229760	0.244661	1.235845	2.156866	1.143565
LINC02384	1.429147	5.502250	0.116465	0.070143	0.056059	0.452354	0.104685	0.066804	0.061009	0.136362	0.161497	0.069966	0.363028	0.406512	0.557728	0.187333	0.054498	0.287691	0.166637	1.174333	0.999564	0.851186
LINC02387	0.077994	0.042892	4.522779	0.087986	0.018146	0.568508	0.043998	0.078826	0.084751	0.038753	0.082198	0.059601	0.019795	0.119953	0.051630	0.040846	0.066788	0.027231	0.035001	0.365178	0.289549	0.351796
LINC02388	0.041575	0.013078	0.024818	0.031879	0.057928	0.658265	2.459510	0.033897	0.014158	0.010325	0.007326	0.026964	0.006845	0.007934	0.012966	0.022830	0.064211	0.012784	0.008304	0.096644	0.159037	0.128724
LINC02393	9.185421	0.886398	0.447966	0.233707	1.374918	1.080542	0.942077	0.514264	7.731922	0.307457	0.211499	0.291882	0.171243	0.409149	0.312483	0.181124	0.563182	0.153654	0.277190	1.017866	1.641192	1.103455
LINC02395	0.025647	0.053438	0.049604	0.035594	0.033812	0.188102	0.012383	0.007830	0.047073	0.038436	0.010322	0.029559	0.015289	2.167536	0.049941	0.032723	0.012834	0.042371	0.017743	0.563462	0.356868	0.271353
LINC02405	4.267015	11.090013	8.075342	1.554330	0.286984	2.327960	3.442444	1.642355	4.542848	0.609849	1.931001	8.323800	1.040195	1.470527	2.246106	6.375097	12.398993	3.476844	0.475992	2.294498	1.612606	3.316093
LINC02421	0.031823	0.020253	1.178441	0.039364	0.010155	0.508224	0.025110	0.037170	0.030589	0.016931	0.041809	0.023297	0.012380	0.045158	0.023722	0.017646	0.033692	0.012472	0.019949	0.189898	0.169462	0.183225
LINC02428	0.021357	0.018958	0.009915	0.008785	0.021928	0.512811	0.010809	0.010488	0.013507	0.005726	0.030314	0.020815	1.058659	0.017554	0.014937	0.017722	0.016222	0.022592	0.037191	0.116687	0.114736	0.093651
LINC02432	21.132191	10.462006	62.303501	9.768795	17.125458	1.995873	10.775839	31.417402	27.298920	44.612919	89.591690	2.378728	9.949863	5.423071	12.915135	18.854288	24.886475	34.699326	29.080847	4.974545	4.085909	4.095887
LINC02433	0.023339	0.026010	0.023828	0.025121	0.026310	0.278844	0.029802	0.024610	0.022464	0.025476	0.022982	0.024032	0.021759	0.025744	0.025622	0.021569	0.026660	0.021915	0.024990	0.119664	0.137516	0.123022
LINC02447	0.027584	0.054788	0.060713	1.643763	0.061445	0.103816	0.037334	0.014983	0.033133	1.286007	0.019406	0.055509	0.002960	0.685224	0.068408	0.031498	0.012283	0.036384	0.034617	0.274861	0.250110	0.197283
LINC02449	0.028762	0.072476	0.043167	0.087747	0.024468	0.721359	0.030788	0.078614	0.025430	0.056650	0.044637	0.022396	0.030189	0.062631	2.178624	0.193272	0.055516	0.026333	0.031569	0.222198	0.374244	0.330804
LINC02450	0.191376	0.247692	0.162800	0.206894	0.161920	0.128021	0.094593	0.090729	0.086933	13.952820	0.170228	0.154404	0.028522	0.280232	0.251417	0.321870	0.020052	0.111934	0.139889	0.488317	0.375982	0.506286
LINC02453	0.078603	0.156517	0.224973	0.701131	0.086478	1.044740	0.117604	0.063065	0.324082	0.087681	4.386531	0.047935	0.171569	0.705524	0.153558	0.088138	6.774098	0.897813	0.158283	0.427570	0.215190	0.182074
LINC02454	0.015850	0.021738	0.043638	0.778649	0.031968	0.420557	0.028958	0.022979	0.705074	0.035532	0.034666	0.017893	0.013831	0.049689	0.034981	0.019111	0.056492	0.032469	0.037058	0.117959	0.146391	0.080076
LINC02458	12.936005	2.404022	6.108729	12.069839	9.817281	1.786287	9.010166	24.703270	2.551378	12.706743	2.429934	7.665826	1.171742	3.115886	6.300238	3.333370	3.338018	3.364979	1.710438	2.025299	3.427535	3.118061
LINC02475	2.949338	0.455905	0.779195	0.705588	5.375816	2.712940	26.225025	1.493577	0.372646	0.650732	11.608860	0.746878	0.744794	0.115309	0.451617	0.629580	1.051399	0.455850	0.465777	0.714261	1.240537	1.038341
LINC02476	57.688126	61.572887	47.744030	55.172447	78.850990	6.381250	92.294701	36.824234	45.772476	50.541130	32.574810	49.185959	69.250771	32.826721	57.958858	42.064911	36.237080	33.680416	12.603219	9.612095	10.280311	10.514696
LINC02482	4.440935	8.775704	18.638945	13.577087	7.371895	1.294490	9.285009	12.662155	16.355061	2.431491	2.378074	5.067615	2.618244	34.121754	8.581996	21.741196	8.102741	16.971189	13.404128	5.093581	4.548071	4.161460
LINC02484	34.181015	15.911334	2.533870	6.840348	16.510315	1.983594	15.211745	12.980645	12.934737	21.906818	7.973796	8.360205	5.139337	14.308795	8.485183	10.183066	19.436785	3.328777	14.349182	3.733900	3.644985	3.782891
LINC02485	0.040628	0.048359	0.021986	0.015112	0.026627	0.247895	0.011054	0.015617	0.037955	0.026020	0.121461	0.018420	1.049345	0.026927	0.047241	0.022026	0.039646	0.046177	8.577885	0.173261	0.110728	0.093146
LINC02486	21.669920	12.799271	19.419262	74.048157	48.954712	3.893781	17.436365	8.085637	37.285007	11.070047	39.321644	72.273773	25.933538	60.055077	10.876705	7.794805	11.032117	29.812904	15.663826	7.268850	6.666486	5.913695
LINC02505	0.680994	8.680273	6.912077	14.019076	0.971319	1.685971	1.150492	10.236824	6.495509	6.586580	1.283004	1.905849	1.022326	21.951061	12.831349	7.491217	2.636545	8.238323	0.511758	2.961965	2.586180	2.392138
LINC02506	11.366276	22.823036	18.046787	15.824996	26.506470	2.749314	24.499792	7.867795	12.519635	24.425087	43.192318	18.286795	12.442127	10.404838	9.554159	25.253977	9.948776	4.971762	11.186166	4.350018	3.756981	5.013884
LINC02525	2.515105	26.301298	5.360387	27.042980	21.979382	1.976428	12.726451	14.141138	4.689712	12.282768	12.733429	3.279740	34.530022	51.234642	29.602522	16.684519	3.857484	23.348598	27.457726	5.800028	4.642390	3.075760
LINC02527	6.010427	7.717783	18.803656	32.415825	0.982107	1.628250	4.296981	6.282786	3.663090	5.653411	13.506443	10.352757	15.790051	2.846360	3.009315	5.705439	7.012390	44.540764	32.897724	2.718701	1.899978	2.049322
LINC02528	0.014761	0.016207	0.036791	0.836385	0.019843	0.343706	0.025112	0.018309	0.012233	0.025403	0.017646	0.018562	0.008535	0.023493	0.026096	0.015600	0.030574	0.018431	0.016269	0.086731	0.129930	0.088880
LINC02532	0.043738	0.012941	0.007644	0.026798	2.043042	0.227600	0.043284	0.036846	0.027114	0.020757	0.009485	0.024680	0.019457	0.037747	0.023305	0.011087	0.019455	0.006346	0.018288	0.092986	0.254594	0.132346
LINC02541	2.110272	1.587513	1.167982	3.108746	0.260102	0.375451	0.279776	0.143270	2.860063	1.144338	0.217793	0.377851	0.203596	12.419858	0.524009	0.200985	0.202016	0.737729	1.651039	2.750929	1.622201	1.086003
LINC02542	69.694878	10.987558	17.091497	27.038216	53.928673	3.730508	19.978731	26.928341	36.366428	49.856850	30.587818	9.231068	9.167015	4.676859	37.802788	17.928736	89.798660	5.481355	14.185550	3.110498	4.656743	5.234214
LINC02550	0.040972	2.777305	2.359168	0.094519	0.015769	0.533367	0.024806	0.919499	0.076349	0.077747	0.101928	0.093883	0.059896	0.123859	0.079324	0.064905	0.088946	0.125507	0.063785	0.306416	0.268604	0.271247
LINC02561	0.238738	0.771298	0.279903	0.791948	0.128699	0.553453	0.222520	3.868914	0.263476	0.253897	0.466459	0.373649	0.276009	0.278413	0.346615	0.216406	0.318375	11.540417	0.319856	0.503513	0.507551	0.340808
LINC02562	3.667903	7.768977	16.810045	5.759831	1.954338	1.652886	2.952730	8.298530	9.169250	5.609823	16.253576	14.720077	6.341864	8.982718	3.630107	6.555218	4.871250	24.896683	4.508161	3.651891	2.233391	2.893071
LINC02568	3.728846	2.002328	0.946037	3.840795	0.791133	0.486118	0.469849	0.326151	0.440542	1.212380	10.829503	7.685008	22.073414	3.760731	0.518172	17.063143	1.497373	11.353352	4.484468	2.082564	1.308009	2.227797
LINC02569	0.107610	0.208156	0.115363	0.084872	0.186037	0.370033	0.069700	2.065521	0.079249	5.140512	0.173301	0.165497	1.007269	0.090190	0.325897	0.282543	0.075461	0.146623	0.164095	0.226223	0.235629	0.272925
LINC2194	0.023324	0.022986	0.017634	0.020266	0.019383	0.157131	0.012098	0.014924	0.022437	0.027508	0.045354	0.012517	0.036028	0.015320	0.031537	0.010897	0.023542	0.019512	1.761265	0.101760	0.092255	0.075539
LINCR-0002	47.379902	67.678848	53.969074	18.095478	11.160273	8.187386	26.974451	42.016068	33.058788	34.522835	42.897285	19.938332	38.049587	14.997894	26.759775	38.046295	119.003044	41.650471	44.856552	7.678672	5.190856	6.538488
LINGO3	2.291557	0.021466	0.090928	0.029013	0.079532	0.538734	0.049331	1.906569	0.024756	0.038717	0.088846	0.045269	0.023643	0.011719	0.075981	0.020334	0.046304	0.032468	0.035384	0.130384	0.410358	0.275842
LINS1	29.501444	24.941259	30.953411	85.985390	65.836937	4.837012	46.057770	43.913048	143.813080	35.691277	12.732406	42.487499	39.305260	86.580231	26.594635	58.120258	19.279655	14.761016	18.255587	8.752949	8.937740	8.012967
LIPA	7.148965	5.178150	8.407209	8.388332	5.942711	1.681301	8.291701	29.645275	5.720304	37.260738	4.158618	26.487095	3.375375	4.122620	7.975503	13.578526	2.845551	7.357499	2.761605	2.462128	2.870747	3.728172
LIPC	7.748954	3.934201	8.815906	16.214073	14.347848	3.166843	13.963756	10.876627	19.363750	22.743101	13.105862	30.603006	23.368252	65.808281	14.339511	27.690081	7.990816	14.318436	5.318744	5.575155	4.355831	5.118836
LIPC-AS1	1.484999	0.044353	3.479691	0.104221	0.052379	1.669727	0.070185	0.085976	0.103069	0.072302	6.616175	0.063534	0.100759	0.085423	0.071103	0.061979	0.069227	0.054344	0.120076	0.616974	0.565947	0.605141
LIPE-AS1	0.015308	0.059215	0.037317	0.784098	0.024326	0.605037	0.021035	0.040874	0.016145	0.055203	0.034906	0.021946	0.015727	0.040841	0.700948	0.019559	0.041588	0.024026	0.025893	0.137794	0.280523	0.169012
LIPG	0.049552	0.077297	0.019589	0.020297	0.055206	0.687886	0.022554	0.023835	0.041408	0.015824	0.146885	0.062431	9.541774	0.050727	0.042559	0.077153	0.050750	0.075012	0.220042	0.228579	0.178527	0.167329
LIPH	43.655396	0.415447	23.716576	8.859607	1.219838	6.158201	1.448592	4.942883	1.253331	0.445420	8.300184	1.616449	28.309187	0.882094	1.177308	0.837477	1.396091	1.389653	5.790318	2.119914	2.808648	2.189296
LIPI	0.051613	0.022358	0.051554	0.059741	0.079062	0.504723	2.501900	0.056051	0.024782	0.027193	0.007473	1.910789	0.021619	0.019375	0.016650	0.079444	0.063755	0.022629	0.016875	0.117942	0.174370	0.257752
LIPT1	7.143899	34.571423	6.851357	17.403164	47.013710	1.676440	18.975903	53.832893	62.549797	36.225174	36.401398	30.310120	9.842649	19.761141	51.525051	32.424553	29.061211	27.419437	52.273289	3.958344	3.861360	4.247460
LIPT2	8.104329	8.756494	19.023342	7.343307	8.466880	1.985167	12.012446	23.858683	4.548270	27.905268	4.311155	2.430523	1.070853	4.300394	14.841177	4.328970	72.754814	4.280763	2.437880	2.148986	2.224556	2.602115
LITAF	127.790520	235.345978	175.325134	222.837036	176.140045	4.350646	137.896805	159.373260	190.152451	298.319885	172.731293	259.933868	266.378693	202.599792	199.512329	293.790833	155.195831	248.178146	260.129028	19.860003	14.618111	18.555357
LIX1	0.714908	0.172116	0.423969	6.697334	0.084062	1.100293	0.111836	0.138281	3.988504	0.448420	0.340799	0.276996	0.095336	0.474381	0.354209	0.210824	0.197921	0.288496	0.214870	0.579284	0.684851	0.497996
LIX1L	36.996178	15.196241	9.821677	14.959679	34.572517	4.272229	52.737690	74.792297	15.836005	25.964199	25.621952	76.338905	56.546227	5.648069	60.499084	41.244164	28.505205	48.184696	21.688082	4.516692	6.207298	7.406337
LIX1L-AS1	0.032883	0.154549	0.025260	0.059642	0.033179	0.974225	0.039702	0.054993	0.045102	0.056156	0.053648	0.670003	2.317177	0.097923	1.353284	0.177612	0.040781	0.043141	0.095628	0.249426	0.308677	0.399876
LL22NC03-63E9.3	11.855087	0.022303	0.058120	0.047715	1.026472	0.430419	0.150205	0.052751	0.032981	0.085753	0.133022	0.051737	0.091365	0.081448	0.043520	0.028922	0.022447	0.024173	0.135853	0.458952	0.999564	0.661902
LLGL1	0.308378	0.158991	0.100722	0.223048	5.807306	0.324464	0.364392	0.210345	0.196978	0.294378	0.075918	2.467649	0.296997	0.399732	0.223438	3.923411	0.122974	0.113284	0.101582	0.382929	0.748923	1.104483
LLGL2	28.484844	10.357126	9.670757	12.543179	13.906020	3.529194	39.359245	8.486281	21.599676	15.685737	24.812489	25.381432	21.898449	11.827231	9.673801	31.359898	10.423462	5.975602	29.049164	5.263215	4.421709	5.767730
LLPH	343.848267	312.975159	402.056274	356.485046	359.609375	7.173926	313.706085	443.680298	361.964539	331.201752	340.763184	302.531189	253.890457	279.609558	260.226166	317.243408	379.149139	377.130920	282.688812	24.815731	20.909195	23.934166
LLPH-AS1	2.364161	0.088599	0.239682	0.146366	1.089580	0.953437	0.126255	1.044668	0.161169	2.469143	1.792469	1.925981	3.056100	0.079092	0.174659	0.356894	1.497499	0.165349	0.305872	0.264211	0.348875	0.515619
LMAN1	321.598541	332.251282	349.758057	348.335693	413.324432	7.954428	320.088074	413.348694	382.843262	255.887726	264.939667	378.102539	301.325745	347.963806	309.398071	276.031982	347.991699	323.872437	325.377655	26.468830	23.094799	25.277832
LMAN2	208.882446	298.753510	279.386475	248.213531	195.270630	7.686121	245.185745	227.186386	240.712555	227.030655	388.444794	395.205505	375.879944	250.199417	277.658875	289.165833	238.900131	283.364014	301.271301	24.241089	17.923393	23.411610
LMAN2L	64.595680	134.257843	68.069389	62.086323	69.407967	10.125751	89.962631	100.492546	107.026871	20.601461	61.168812	82.212860	84.861008	94.211365	67.183266	119.792023	131.978928	120.756836	16.636639	13.724595	13.387006	13.656504
LMBR1	66.804871	102.812302	105.132652	153.330124	79.594315	4.998122	142.866043	105.197693	50.957390	82.697372	90.391861	90.157387	66.688637	100.732910	110.025452	49.233288	39.658886	93.418182	146.073425	13.907310	12.300087	11.445253
LMBR1L	19.453030	3.057608	1.106495	0.908888	13.756100	1.049220	9.398652	11.841127	2.467274	1.866334	2.357646	12.097185	23.067383	1.551434	1.800287	10.277260	10.934685	20.587271	20.443996	1.973016	2.271975	2.364110
LMBRD1	226.458710	302.927612	270.836609	288.359222	267.216064	9.919734	330.841064	299.420502	283.435364	320.848297	240.346909	316.882812	318.243378	285.807007	260.560425	425.742371	254.170517	316.810608	231.305298	25.549360	20.586922	24.097582
LMBRD2	76.990631	55.395309	69.297050	51.104156	43.527603	2.647819	28.360765	19.409098	16.299740	61.514133	16.908190	24.329897	67.342697	39.884933	18.499058	30.616762	26.568613	91.410675	64.374077	11.582060	8.309040	8.207849
LMCD1	0.037221	0.238633	0.039502	0.038786	0.017139	0.111327	0.044804	0.052049	0.086445	0.057221	0.134290	0.052884	0.149721	0.181825	0.042904	0.090306	0.096213	7.799693	0.186857	0.441706	0.207428	0.172538
LMCD1-AS1	0.034346	0.013731	0.008227	0.019608	1.036993	0.217148	0.033892	0.028421	0.021326	0.019797	0.010604	0.021966	0.020451	0.034240	0.018329	0.010555	0.015080	0.007057	0.017280	0.095007	0.222035	0.124298
LMF1	1.272151	0.229409	0.515343	0.246285	9.734024	1.128205	0.669136	2.916153	5.549867	0.601112	11.816994	0.326129	0.525591	0.336502	0.487476	0.398718	0.393029	0.255487	1.606726	0.558033	0.957983	0.617669
LMF1-AS1	0.467826	0.155071	0.208119	0.221329	12.516367	0.665627	0.407052	0.860636	11.168453	0.339189	0.115329	0.263983	0.151845	0.718799	0.330581	0.213197	0.265715	0.118449	0.228384	0.520284	1.013797	0.533654
LMF2	5.174312	2.710279	19.135212	6.514780	2.210350	1.187218	4.811693	2.754550	7.512637	22.414734	4.561915	6.894499	2.011938	18.613894	3.953958	15.272324	0.962098	8.814195	5.178046	4.852238	3.364802	4.438875
LMLN	30.161877	1.857601	11.819201	11.626635	11.533890	2.927051	27.043417	2.908003	4.831953	5.794801	25.969282	24.434010	10.950819	3.782597	10.826544	6.878681	5.506923	13.201131	44.329010	4.075646	4.067635	4.801468
LMNA	141.970169	97.422546	236.366714	141.966309	160.039612	5.621430	160.225311	143.983871	191.727463	197.478043	227.913147	260.244141	253.043335	163.107971	156.909668	227.625000	173.173096	247.055511	223.398560	18.801311	13.844387	18.542027
LMNB1	31.863178	76.344582	28.198309	12.707993	24.196194	2.887722	29.066137	4.485649	21.846951	32.245228	45.959034	20.325050	29.967726	34.081802	23.067036	16.357840	19.711283	29.752726	13.733603	10.671185	6.631142	8.132211
LMNB1-DT	0.022538	0.057898	0.095433	0.848382	0.039303	0.361024	0.093704	1.752291	0.026722	0.036370	0.024444	1.428533	0.020379	0.020459	0.046012	0.043229	0.070915	0.082532	0.037310	0.056649	0.140308	0.134490
LMNB2	12.073449	4.854570	17.124151	15.560234	8.329249	3.747823	37.666779	4.129210	18.678915	15.090941	22.575981	14.109754	11.039436	42.712772	9.606030	25.367880	10.118490	6.107016	13.033916	6.968112	4.141483	5.261811
LMNTD1	0.026002	0.025669	0.024865	0.024610	0.027320	0.297575	0.029015	0.024068	0.024330	0.023251	0.027918	0.024645	0.026135	0.026961	0.028349	0.025099	0.025708	0.024854	0.028779	0.127197	0.143735	0.130178
LMNTD2	0.602952	4.348660	0.956607	0.485230	3.913856	0.730553	0.281791	2.018736	4.009988	1.601097	0.792664	1.710895	10.764268	18.445131	3.105509	2.029183	0.557214	5.617118	1.283764	2.871975	2.234860	1.674008
LMO2	18.805010	17.521975	10.070284	14.901606	10.798805	2.949802	22.765121	17.173161	35.831192	13.572605	38.711189	14.406202	17.482649	38.664719	33.077175	17.150858	5.265057	32.945930	26.843849	8.630941	7.283214	6.196591
LMO4	15.464515	7.861421	33.844830	52.011230	7.752714	4.907481	14.322375	32.424915	39.629330	17.930834	25.388374	34.751492	49.619167	28.726568	31.823988	64.367172	26.966471	31.058767	43.624565	5.931997	4.719497	5.929159
LMO7	2.286129	12.822328	5.267790	29.635105	2.034708	2.599386	3.536159	4.263968	1.994484	13.134518	10.988564	21.219355	18.010582	4.157328	10.117978	15.381878	1.521504	1.850065	8.022169	2.238022	2.017552	2.934729
LMO7-AS1	0.013730	0.017375	0.034822	0.838354	0.020002	0.336329	0.024271	0.017658	0.011891	0.026211	0.016239	0.018748	0.008168	0.024993	0.027646	0.012921	0.029160	0.017864	0.017835	0.089010	0.131357	0.086929
LMOD1	0.447381	1.756904	1.095531	0.752891	1.213208	0.529375	1.297895	0.461242	0.967255	0.613971	0.096035	14.298445	0.696124	4.697296	0.381196	1.871785	0.410163	0.525250	0.224945	1.344880	1.215367	1.822815
LMOD2	0.027239	0.039965	0.066342	0.014866	0.048800	0.284619	0.023398	0.035594	5.126446	0.037734	0.030609	0.028590	0.026077	0.105417	0.034886	0.025012	0.122502	0.042591	0.049823	0.222798	0.169546	0.135776
LMTK2	11.104239	15.931122	20.850731	11.067869	21.930721	2.568313	1.567924	11.316805	15.744520	19.012615	9.580741	1.606005	14.303845	4.813821	21.520069	25.072670	4.093673	1.592271	5.217782	3.572323	4.623234	4.883190
LMTK3	0.018444	0.056967	0.031986	0.031978	0.016692	0.241884	0.035239	0.019225	0.027782	0.063760	0.037273	0.060780	0.069115	0.043350	0.045996	2.288498	0.034304	0.048613	0.017235	0.185584	0.169927	0.338107
LNCPRESS2	0.024734	0.081246	0.088525	0.086298	0.049473	0.885633	0.133303	0.118811	0.164447	0.014499	0.061243	0.028886	0.066320	0.031046	0.092692	0.042639	12.125623	0.076972	0.084931	0.112925	0.104571	0.103518
LNP1	5.997447	11.039541	40.477695	15.409694	5.225523	3.205195	1.962955	11.624598	6.828721	15.505152	17.645058	0.934937	9.785574	9.476768	21.390289	8.343678	41.823147	10.550344	2.395822	3.923000	3.156031	3.272310
LNPEP	53.915958	6.860215	43.787407	13.554874	25.093906	5.464111	47.926723	21.815041	66.061089	35.602379	33.159592	36.257698	34.664135	24.137028	17.600672	6.446094	32.126286	20.501320	12.104560	7.808013	5.895087	6.172982
LNPK	116.649185	80.837639	160.091812	139.316391	176.482483	5.146918	147.120422	160.589996	163.349716	91.537903	58.914375	123.608475	111.256592	99.197342	93.800224	58.872669	106.157227	112.545616	104.894798	13.942398	13.167728	12.616195
LNX1	20.866726	2.561882	4.057854	22.915821	25.107994	3.899792	6.186888	9.778021	35.382057	17.491610	31.596861	26.677059	25.340660	27.022446	17.212103	4.309342	3.824917	9.628171	4.506920	4.178788	5.153384	4.002032
LNX1-AS2	0.197285	0.208722	0.965815	0.178937	0.088904	0.970822	0.069132	0.092738	0.226073	2.523562	0.358572	0.326466	10.089573	0.378760	0.219587	0.942090	0.100307	0.136294	0.563209	0.620130	0.302743	0.533982
LNX2	12.150123	8.721887	16.795279	10.954845	17.796255	1.897359	6.391627	19.273487	25.544756	12.226315	3.644329	32.291744	11.226205	20.093565	14.260050	18.436962	3.793245	1.983626	35.172745	3.926805	4.224366	5.083097
LOC100049716	6.569343	2.838899	3.247797	13.800714	3.987340	2.921897	25.007435	4.193401	9.878752	1.767008	2.204825	11.773643	21.868004	2.336807	1.785252	18.631680	10.826754	6.105072	9.999170	1.904805	2.003901	2.271090
LOC100101148	0.033026	0.133691	0.058165	0.053167	0.026160	0.231282	0.052447	0.032109	0.049817	0.138601	0.063347	0.130041	0.198838	0.088660	0.088693	4.620484	0.053510	0.108583	0.048286	0.273347	0.226112	0.484003
LOC100101478	0.108664	0.146761	0.137373	0.066682	0.048695	0.461630	0.017160	0.018822	0.100810	0.134970	4.337483	0.041352	0.154335	3.000802	0.133423	0.074305	0.024448	0.213973	0.144936	0.964910	0.369065	0.323056
LOC100126584	0.035858	0.035559	0.022483	0.045491	0.998466	0.445131	0.061081	0.050702	0.077535	0.018879	0.032746	0.017996	0.074817	0.041541	0.060399	0.018410	3.300610	0.026484	0.046787	0.076526	0.118475	0.086833
LOC100128059	0.023919	0.025966	0.026226	0.022804	0.024462	0.294846	0.026273	0.021922	0.022451	0.022734	0.023711	0.021450	0.024662	0.024572	0.026563	0.020596	0.025568	0.019608	0.025709	0.119284	0.136759	0.122230
LOC100128108	3.073802	2.682954	2.333470	4.175560	4.052197	0.712089	1.060803	3.878786	3.481197	1.302952	2.157440	0.936113	3.944597	2.128938	0.387960	5.949754	0.297296	1.523478	5.190681	1.476205	1.781975	1.405931
LOC100128164	1.379424	2.818813	0.601636	0.600551	2.477798	1.681746	24.639713	0.687279	2.430249	0.664886	0.095119	0.761787	0.155883	0.451242	0.743353	0.498928	0.530117	0.294128	0.227283	1.146637	1.614839	1.190742
