gene_id	SRR8114442	SRR8114443	SRR8114444	SRR8114445	SRR8114446	SRR8114447	SRR8114448	SRR8114449	SRR8114450	SRR8114451	SRR8114452	SRR8114453	SRR8114454	SRR8114455	SRR8114456	SRR8114457	SRR8114458	SRR8114459	SRR8114460	SRR8114461	SRR8114462	SRR8114463
ACOX1	4.47	0.06	5.59	2.46	8.42	0.00	1.54	4.98	2.23	2.45	2.83	5.55	3.53	0.21	4.38	4.04	6.02	4.47	1.80	2.46	2.79	4.31
ACOX2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACOX3	0.84	0.78	1.61	7.33	2.47	0.00	0.92	0.14	2.55	7.36	6.47	8.58	0.00	4.49	0.00	3.17	0.00	3.89	8.79	0.98	0.32	2.98
ACOXL	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACOXL-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACP1	176.68	188.70	259.67	205.92	261.76	0.00	199.05	203.80	283.72	199.24	247.22	244.92	266.41	197.37	282.77	203.50	179.31	200.96	235.83	164.57	301.35	275.87
ACP2	10.85	9.30	2.48	2.64	0.00	0.00	1.57	0.21	11.34	0.30	2.84	6.90	0.00	8.53	8.65	2.45	0.76	0.00	0.00	0.00	0.89	2.40
ACP4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACP5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.56	1.54	0.00	3.34	0.00	0.00	0.00	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACP6	3.37	6.18	0.00	0.00	6.51	0.00	0.00	2.03	0.00	8.73	9.71	14.57	5.71	8.78	11.91	2.79	5.27	3.79	0.00	0.00	3.56	0.71
ACP7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACPP	0.73	0.00	0.00	0.00	0.00	0.00	0.00	3.09	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACR	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACRBP	0.00	0.24	0.00	0.99	0.00	0.00	0.86	0.00	0.30	0.31	0.00	0.93	0.00	2.79	0.50	1.11	0.00	0.40	1.61	0.00	2.43	2.25
ACRV1	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.42	0.00	0.00	0.00	0.00	0.00	0.00
ACSBG1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.96	0.58	0.15	0.00	0.00	1.63	2.09	0.00	0.00	0.00	0.00	0.00
ACSBG2	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.00	0.00	0.00	0.00	1.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACSF2	0.00	2.08	4.52	0.00	1.47	0.00	6.08	2.97	7.18	4.55	3.55	0.00	0.24	5.20	0.00	2.44	15.38	6.71	4.45	6.81	0.48	1.77
ACSF3	3.51	2.54	1.91	5.61	4.31	0.00	1.10	3.77	1.14	7.62	4.29	4.96	5.05	3.85	7.97	2.28	5.73	4.13	7.46	0.12	2.80	5.79
ACSL1	6.15	3.69	11.65	15.99	22.74	0.00	21.51	21.63	14.10	21.13	14.86	17.53	23.94	4.26	3.39	7.49	14.76	0.39	2.56	24.41	7.36	9.80
ACSL3	19.69	25.88	18.27	24.66	16.80	0.00	20.13	24.12	17.15	13.79	27.39	21.81	21.43	18.24	22.84	23.49	21.70	17.07	25.25	22.12	23.54	32.40
ACSL4	6.03	0.60	14.92	7.42	11.39	0.00	10.65	5.41	6.31	4.60	7.67	2.42	7.42	10.28	3.65	4.97	7.16	7.74	3.37	4.06	5.98	8.91
ACSL5	4.51	0.00	0.00	9.56	1.91	0.00	3.61	3.09	7.25	0.00	0.00	4.17	4.24	5.80	3.08	2.50	0.00	5.31	5.09	7.95	0.00	0.00
ACSL6	0.00	0.00	0.00	0.00	0.14	0.00	0.82	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.87	0.00	0.00	0.00	0.00	0.00	0.13
ACSM1	0.40	6.26	0.00	2.00	0.55	0.00	0.63	1.78	4.08	1.98	1.99	4.16	0.00	0.00	0.00	0.00	0.93	0.44	1.34	0.00	3.12	2.27
ACSM2A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00	0.00
ACSM2B	4.53	4.57	3.57	8.76	3.86	0.00	1.77	1.50	10.25	3.35	3.99	7.31	4.58	3.38	6.14	16.62	3.81	17.62	1.88	0.13	5.27	4.37
ACSM3	359.85	516.89	514.90	545.92	554.33	354.31	725.63	666.31	381.55	661.88	284.96	368.49	491.13	261.37	489.19	693.55	1097.00	339.78	975.79	534.04	301.50	331.41
ACSM4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACSM5	0.70	0.00	0.00	0.00	0.96	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.78	0.00	0.00	0.00	0.00
ACSM6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACSS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACSS2	25.46	6.73	46.90	16.60	18.89	0.00	11.31	16.10	15.24	17.23	15.36	7.03	11.47	11.42	13.11	27.51	20.14	31.06	27.48	10.81	10.09	15.21
ACSS3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTA1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTA2	0.00	0.00	3.58	2.77	6.57	0.00	0.00	1.14	0.00	4.49	0.00	0.00	1.30	2.36	0.00	2.81	0.00	3.45	0.00	0.00	2.74	1.19
ACTA2-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTB	1382.20	1674.42	1649.17	1091.70	1523.56	1999.91	1342.61	959.57	1445.48	1482.34	2208.66	1382.07	1479.34	2032.11	1635.04	1464.39	1352.53	1495.57	1574.97	1918.26	2198.66	2948.95
ACTBL2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTC1	1.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTG1	411.79	818.42	546.79	348.86	506.82	0.00	339.98	377.76	439.00	504.57	736.48	565.54	410.67	651.75	447.49	599.56	404.55	429.01	404.47	590.18	576.49	719.39
ACTG1P17	0.42	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.89	0.00	0.00	0.00	0.00	0.00	0.00	0.78
ACTG1P20	0.13	0.66	0.00	1.11	1.57	0.00	0.00	1.21	5.10	6.06	7.22	0.11	4.48	0.00	0.00	1.83	0.00	3.94	0.00	3.46	0.68	1.10
ACTG1P4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTG2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTL10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTL6A	225.59	222.54	154.45	146.40	226.42	0.00	172.35	288.83	190.03	156.84	234.52	249.84	146.77	223.47	220.85	190.61	291.89	314.48	317.33	163.10	232.87	221.55
ACTL6B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTL7A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTL7B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTL8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTL9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTN1	4.86	5.23	20.43	12.42	8.10	0.00	6.65	8.19	9.53	10.36	19.82	9.23	20.16	9.88	12.69	15.66	2.27	25.29	18.70	8.62	4.55	10.00
ACTN1-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTN2	0.00	0.00	0.00	1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.27	0.00	0.00	0.00	0.00
ACTN3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTN4	0.80	4.28	1.55	1.08	1.94	0.00	0.93	1.48	0.61	3.57	5.52	2.60	3.35	4.04	1.29	3.22	1.94	1.84	1.85	1.08	2.66	0.75
ACTR10	65.07	83.89	71.94	98.44	85.51	0.00	62.21	119.90	128.12	88.67	88.14	125.19	55.46	86.77	59.69	127.91	109.19	78.32	67.15	81.58	82.73	76.90
ACTR1A	10.35	7.60	12.04	12.79	11.55	0.00	9.58	8.62	14.08	10.35	21.93	9.47	18.41	4.49	1.59	17.92	5.14	14.26	17.16	5.31	17.85	19.61
ACTR1B	1.66	5.86	3.59	3.94	0.41	0.00	1.66	4.29	5.17	8.44	7.68	1.28	3.87	6.93	4.37	7.47	0.69	2.50	7.02	4.10	2.41	1.31
ACTR2	159.21	85.47	69.02	59.66	79.86	0.00	106.97	108.77	126.59	80.61	46.77	85.01	48.72	73.86	63.65	91.65	66.30	66.60	52.84	40.72	45.00	65.66
ACTR3	72.60	81.94	81.71	53.09	113.49	193.19	125.15	100.22	61.32	91.67	77.60	108.45	109.18	54.51	92.55	106.20	89.84	111.52	94.99	112.13	152.47	139.80
ACTR3B	14.11	11.82	20.01	20.62	18.37	0.00	9.32	9.88	13.51	11.19	27.71	16.89	15.82	1.77	12.64	16.14	18.37	12.27	4.36	11.61	12.75	20.84
ACTR3BP2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTR3BP5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTR3C	36.64	14.06	6.19	22.10	20.84	0.00	16.02	19.89	26.18	22.62	21.68	9.46	5.90	19.40	7.74	9.41	59.24	18.25	18.81	11.74	6.77	9.70
ACTR5	2.47	5.49	3.46	0.89	2.62	0.00	0.00	7.62	0.22	3.94	6.58	3.02	3.70	5.76	0.00	2.60	8.82	0.00	0.00	3.59	2.56	4.23
ACTR6	96.69	78.40	104.35	100.27	115.24	308.37	57.16	219.56	91.00	122.46	94.40	63.87	81.75	66.13	44.54	75.37	72.46	98.69	132.34	71.70	127.17	89.91
ACTR8	2.22	5.37	5.35	6.93	3.66	0.00	1.45	3.06	3.69	0.63	9.40	4.00	2.49	0.53	2.59	4.70	3.82	2.75	0.00	4.34	1.48	3.88
ACTRT1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTRT2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACTRT3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACVR1	12.63	9.61	9.81	6.16	7.08	0.00	0.54	9.07	17.40	6.19	8.00	16.61	2.55	10.26	11.31	9.62	0.54	11.84	5.48	9.28	4.71	9.33
ACVR1B	0.00	0.48	1.97	0.00	0.10	0.00	0.00	1.22	1.38	0.13	0.00	0.74	0.00	0.14	0.00	0.29	1.02	0.00	0.00	0.00	0.20	0.00
ACVR1C	0.51	0.00	0.47	0.00	0.00	0.00	1.29	1.51	0.00	0.60	0.55	0.00	0.00	0.00	1.49	1.07	0.18	0.00	0.00	2.18	0.31	0.98
ACVR2A	0.00	4.18	0.00	0.00	1.77	0.00	0.00	2.24	0.00	0.00	0.00	1.80	0.79	0.00	0.00	0.69	0.29	0.00	0.58	0.00	0.00	0.08
ACVR2B	1.13	0.11	1.16	1.10	0.51	0.00	2.54	1.13	1.44	0.44	1.39	0.17	0.66	0.47	2.88	2.07	1.06	2.04	2.88	0.44	0.31	0.36
ACVR2B-AS1	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.24	0.20	0.00	0.00	0.00	0.00	0.00	0.17
ACVRL1	0.41	0.00	1.20	0.35	0.00	0.00	3.30	0.77	0.20	0.69	0.00	0.00	0.22	1.93	0.59	0.00	0.19	0.18	1.79	0.00	0.22	0.20
ACY1	75.29	66.75	91.03	51.66	55.76	0.00	71.73	55.45	62.80	94.46	91.03	58.72	69.82	109.77	100.47	86.04	56.39	75.20	88.56	68.08	72.64	96.22
ACY3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ACYP1	22.43	34.62	23.64	60.95	44.77	0.00	33.28	20.74	36.37	42.68	44.74	58.91	46.28	50.68	46.62	47.86	19.73	66.61	45.79	40.46	80.72	52.44
ACYP2	3.16	1.61	4.59	5.81	6.10	0.00	5.73	0.33	5.32	5.12	5.89	3.70	3.16	10.77	4.82	6.25	0.70	2.76	3.82	0.00	3.22	4.49
ADA	23.71	21.67	11.95	10.70	22.57	0.00	0.00	9.25	2.57	14.38	24.63	25.59	21.73	7.60	12.53	22.86	29.44	7.36	7.25	7.65	6.26	11.40
ADA2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAD1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAD2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAL	31.05	30.17	31.30	26.10	29.96	0.00	21.89	26.94	39.30	24.50	16.84	22.81	14.38	2.38	25.76	29.89	52.27	32.04	42.05	36.32	23.26	22.95
ADAM10	26.65	14.18	10.01	17.46	22.54	0.00	9.40	14.66	17.77	24.84	17.74	12.33	18.29	21.03	25.82	11.42	11.46	4.96	10.82	2.01	7.75	6.82
ADAM11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM15	2.61	0.00	1.95	0.93	1.11	0.00	0.00	3.10	2.50	0.21	0.43	0.00	1.16	14.95	3.61	2.87	2.81	2.60	5.14	2.08	0.00	0.60
ADAM17	2.29	0.49	8.03	3.81	6.65	0.00	3.34	4.14	1.06	2.45	1.29	12.01	1.65	8.44	6.06	7.01	5.60	2.35	2.02	1.79	1.42	4.14
ADAM18	0.24	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM19	0.56	0.00	0.08	0.39	0.35	0.00	0.08	0.24	0.41	0.09	0.29	1.85	0.27	2.38	0.00	0.37	0.35	0.50	0.45	1.19	0.00	0.00
ADAM1A	0.36	0.00	0.00	3.62	3.08	0.00	0.00	0.14	2.52	0.20	0.00	0.71	2.57	0.00	1.72	0.00	0.00	0.00	0.00	0.00	0.32	0.00
ADAM2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM20P1	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.74	0.00	0.00	2.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.35	0.00
ADAM21P1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM22	0.00	0.00	0.00	0.00	0.00	0.00	5.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.86	0.00	0.00	0.00	0.00	0.00	0.00
ADAM23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00	0.00
ADAM33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM3A	0.14	0.36	0.00	0.15	0.19	0.00	0.00	0.00	0.23	0.00	0.40	0.36	0.00	0.13	0.00	0.00	0.64	0.46	0.62	0.00	0.37	0.17
ADAM3B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAM8	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.64	0.00	0.00	0.00	0.00	0.00	0.00	2.46	0.35	0.00	0.61	0.00	0.00	0.29	0.00
ADAM9	26.69	8.83	18.28	7.54	13.44	0.00	4.41	12.12	8.37	14.63	7.84	11.27	8.70	11.71	0.73	14.71	13.69	12.41	9.56	11.72	18.90	21.56
ADAMDEC1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS10	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS14	14.11	14.13	12.15	10.92	8.80	0.00	6.37	5.29	10.22	11.54	20.10	17.12	8.47	10.85	10.70	9.82	13.05	7.77	12.82	8.27	1.43	3.77
ADAMTS15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS19-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS20	0.00	0.00	1.04	0.00	0.00	0.00	0.00	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	1.00	0.00	0.00	0.00	0.00	0.00
ADAMTS3	0.17	0.00	0.00	2.73	0.39	0.00	0.00	0.13	2.18	0.00	0.32	2.27	1.62	2.18	2.47	0.42	0.00	0.44	0.13	0.00	0.61	0.56
ADAMTS4	0.00	0.00	0.12	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.11	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS5	0.20	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS6	0.14	0.53	0.00	1.54	0.00	0.00	1.60	0.16	0.00	0.00	0.00	0.04	0.31	0.00	0.00	1.28	0.10	0.00	3.20	0.00	0.60	0.28
ADAMTS7	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS7P1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS9-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTS9-AS2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTSL1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTSL2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTSL3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTSL4	7.52	1.46	4.32	7.29	2.76	0.00	8.61	3.34	3.45	3.15	8.44	7.06	5.45	2.32	3.36	5.70	5.57	2.67	8.22	0.00	0.86	2.89
ADAMTSL4-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADAMTSL5	0.59	0.46	0.53	2.83	1.29	0.00	2.22	1.12	1.16	0.80	0.00	4.91	2.39	0.00	2.35	0.00	1.63	0.52	0.52	0.00	0.00	0.15
